품명,가격,카테고리,생산지,품종,당도,산도,바디,타닌
"바롱 필립 드 로췰드, 까베르네 쇼비뇽 리제르바","30,000원",레드,칠레,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
"바롱 필립 드 로췰드, 샤도네 리저브","30,000원",화이트,칠레,샤르도네 (Chardonnay) ,1,3,3,1
에쿠스 까베르네 소비뇽,"33,000원",레드,칠레,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,3,4
에쿠스 샤도네이,"33,000원",화이트,칠레,샤르도네 (Chardonnay) ,1,3,2,1
"하라스, 엘레강스 까베르네 소비뇽","100,000원",레드,칠레,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
엠 샤푸티에 꼬뜨 로띠 '라 모도레',"250,000원",레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,3,5,4
"엠 샤푸티에, 레 메이소니에 끄로즈 에르미따쥬",가격정보없음,레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,3,5,5
"엠 샤푸티에, 끄로즈 에르미따쥬 레 메조니에","62,000원",레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,0,0,0
"엠 샤푸티에, 에르미따쥬 르 빠비용",가격정보없음,레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,5
"엠 샤푸티에, 에르미따쥬 뭐르 드 라나쥬","120,000원",레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,4
"프루노토, 모스카토 다스티","40,000원",화이트,이탈리아,까넬리 모스카토  (Canelli Moscato) ,4,0,3,0
"프루노토, 바르바레스코","120,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,0,0,0
"프루노토, 바롤로","150,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,0,0,0
부시아 바롤로,"240,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,0,0,0
"트림바크, 게뷔르츠트라미너","60,000원",화이트,프랑스,게뷔르츠트라미너 (Gewurztraminer) ,1,3,3,1
"트림바크, 리슬링","50,000원",화이트,프랑스,리슬링 (Riesling) ,1,4,3,1
"보데가 레나세르, 푼토피날 클라시코 말벡",가격정보없음,레드,아르헨티나,말벡 (Malbec) ,1,3,4,4
"보데가 레나세르, 푼토피날 레세르바 말벡",가격정보없음,레드,아르헨티나,말벡 (Malbec) ,1,3,4,3
"페르티나체, 바르베라 달바",가격정보없음,레드,이탈리아,바르베라 (Barbera) ,1,4,3,3
"페르티나체, 바르바레스코 마르카리니","106,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,4,4,5
"페르티나체, 바롤로","118,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,4,4,5
"끌로 케브라다 드 마쿨, 도머스 어리어 까베르네 소비뇽","178,000원",레드,칠레,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,5,4
"칸티나 꼴리 에오가네이, 피오르 다란치오 스푸만테","36,000원",스파클링,이탈리아,모스카토  (Moscato ) ,4,1,3,1
"도멘 꽁휘롱 꼬뜨디또, 샹볼 뮈지니",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,2,2
"도멘 꽁휘롱 꼬뜨디또, 본 로마네",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,2,2
"다렌버그, 데드암 쉬라즈",가격정보없음,레드,호주,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,5
"다렌버그, 풋볼트 쉬라즈",가격정보없음,레드,호주,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,4
"다렌버그, 하이 트랠리스 카베르네 쇼비뇽",가격정보없음,레드,호주,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,0,0
"다렌버그, 노블 링클드 리슬링","69,000원",화이트,호주,리슬링 (Riesling) ,5,1,3,1
"다렌버그, 올리브 그로브 샤도네",가격정보없음,화이트,호주,샤르도네 (Chardonnay) ,1,0,3,0
다인하드 그린 라벨,가격정보없음,화이트,독일,리슬링 (Riesling) ,3,5,2,1
"델러, 까베르네 소비뇽","28,000원",레드,프랑스,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,3
"델러, 샤도네","28,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,3,3,1
"델러, 메를로","28,000원",레드,프랑스,메를로 (Merlot) ,1,3,2,3
"도멘 브루노 끌레어, 알리고떼",가격정보없음,화이트,프랑스,알리고테 (Aligote) ,1,5,1,1
"도멘 브루노 끌레어, 알록스 꼬르똥","196,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,2,2
"도멘 브루노 끌레어, 꼬르똥 샤를마뉴 그랑 크뤼",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,4,4,1
"도멘 브루노 끌레어, 사비니 레 본 프르미에 크뤼 라 도미노데",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,2,2
"도멘 브루노 끌레어, 샹베르땅 끌로드 베제 그랑 크뤼",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,3
"도멘 브루노 끌레어, 샹볼 뮈지니 레 버로일레스",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,5,2,2
"도멘 브루노 끌레어,  제브리 샹베르땡 끌로 생 자크",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,3
"도멘 브루노 끌레어, 막산네 루즈",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,2,2
"도멘 크리스티안 세라팡, 즈브레 샹베르땅",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,2,2
"도멘 빠뜨리끄 자빌리에, 뫼르소 뀌베 떼뜨 드 뮈르제","354,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,4,3,1
"도멘 빠뜨리끄 자빌리에, 뫼르소 레 띠예","190,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,5,3,1
"파우스티노, 1세 그랑 리제르바","84,000원",레드,스페인,템프라니요 (Tempranillo) ,1,0,0,0
"파우스티노, 5세 리제르바","72,000원",레드,스페인,템프라니요 (Tempranillo) ,1,0,0,0
"펠시나, 키안티 클라시코 '베라르덴가'",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,3,4,4
"펠시나, 란치아 끼안티 클라시코 리제르바",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,0,0,0
"펠시나, 폰탈로로","210,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,4,5,4
"펠시나, 이 시스트리","104,000원",화이트,이탈리아,샤르도네 (Chardonnay) ,1,3,4,1
"펠시나, 마에스트로 라로",가격정보없음,레드,이탈리아,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,0,0
"페리 무니에, 뽀마르 프리미에 크뤼 레 에쁘노",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,2
"페리 뫼니에, 샤름므 샹베르땅",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,2,2
"페리 뫼니에, 끌로 부조",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,3
"페리 뫼니에, 뉘 생 죠르쥬",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,5,2,2
제이 빈야드 피노 그리,"100,000원",화이트,미국,피노 그리 (Pinot Gris) ,1,3,2,1
제이 빈야드 피노 누아,"142,000원",레드,미국,피노 누아 (Pinot Noir) ,1,3,3,3
쟝 부스케 샤도네,"38,000원",화이트,아르헨티나,샤르도네 (Chardonnay) ,1,3,3,1
쟝 쟝 까베르네 소비뇽,"28,000원",레드,프랑스,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
쟝 쟝 샤도네,"28,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
제나드 까베르네 소비뇽,"30,000원",레드,프랑스,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,4
제나드 샤도네,"30,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"루이 막스, 샤블리 프르미에 크뤼 '푸숌'",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,4,3,1
"루이 막스, 샤블리 생장",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,0,0,0
"루이 막스, 머큐리",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,0,0,0
"루이 막스, 마꽁 빌라쥐",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,0,0,0
"루이 막스, 뿌이 퓌세 비에이 비뉴","130,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,4,3,1
모스까텔 도오루,"54,000원",화이트,포르투갈,모스카텔 (Moscatel) ,5,2,4,1
모스까텔 도오루 레세르바,"83,000원",화이트,포르투갈,모스카텔 (Moscatel) ,4,2,4,1
라운드 힐 샤도네,"40,000원",화이트,미국,샤르도네 (Chardonnay) ,1,3,3,1
라운드 힐 메를로,"40,000원",레드,미국,메를로 (Merlot) ,1,3,3,3
"슐로스 요하니스베르그, 블라우락 아이스바인",가격정보없음,화이트,독일,리슬링 (Riesling) ,5,4,4,1
"슐로스 요하니스베르그, 리즐링 겔블락",가격정보없음,화이트,독일,리슬링 (Riesling) ,1,5,3,1
"슐러스 요하니스베르그, 리즐링 그륀락 슈페트레제","158,000원",화이트,독일,리슬링 (Riesling) ,4,0,0,0
"슐로스 요하니스베르그, 그륜락 슈페트레제 ",가격정보없음,화이트,독일,리슬링 (Riesling) ,1,5,4,1
"슐로스 요하니스베르그, 리즐링 로사 골드락 베렌아우스레제",가격정보없음,화이트,독일,리슬링 (Riesling) ,5,2,3,1
"슐로스 요하니스베르그, 로잘락 아우스레제",가격정보없음,화이트,독일,리슬링 (Riesling) ,4,3,4,1
"슐로스 요하니스베르그, 로트락 카비넷",가격정보없음,화이트,독일,리슬링 (Riesling) ,2,5,3,1
"라 포데리나, 브루넬로 디 몬탈치노","190,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,4,5,4
"코노 수르, 레세르바 피노 누아",가격정보없음,레드,칠레,피노 누아 (Pinot Noir) ,1,4,3,2
"코노 수르, 버라이어탈 샤도네",가격정보없음,화이트,칠레,샤르도네 (Chardonnay) ,1,3,3,1
"코노 수르, 버라이어탈 쉬라",가격정보없음,레드,칠레,시라/쉬라즈 (Syrah/Shiraz) ,1,3,3,3
"바통 앤 게스띠에, 버라이탈 까베르네 소비뇽",가격정보없음,레드,프랑스,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,3,4
"바통 앤 게스띠에, 버라이탈 샤르도네",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"바통 앤 게스띠에, 버라이탈 멜롯",가격정보없음,레드,프랑스,메를로 (Merlot) ,1,3,3,3
"바통 앤 게스띠에, 프렌치 탐 까베르네 소비뇽",가격정보없음,레드,프랑스,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,3,4
"바통 앤 게스띠에, 프렌치 탐 멜롯",가격정보없음,레드,프랑스,메를로 (Merlot) ,1,3,3,3
"바통 앤 게스띠에, 프리미엄 스파클링 샤도네이",가격정보없음,스파클링,프랑스,샤르도네 (Chardonnay) ,1,4,2,1
"보리우 빈야드, 죠르쥬 드 라뚜르 프라이빗 라저브 까베르네 소비뇽","356,000원",레드,미국,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,5
"보리우 빈야드, 나파 밸리 샤도네","94,000원",화이트,미국,샤르도네 (Chardonnay) ,1,3,4,1
"보리우 빈야드, 시그넷 까베르네 소비뇽","70,000원",레드,미국,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
"보리우 빈야드, 시그넷 샤르도네",가격정보없음,화이트,미국,샤르도네 (Chardonnay) ,1,3,3,1
"보리우 빈야드, 시그넷 멜롯",가격정보없음,레드,미국,메를로 (Merlot) ,1,3,4,3
"블라썸 힐, 샤르도네","20,000원",화이트,미국,샤르도네 (Chardonnay) ,1,3,3,1
"나바로 꼬레아스, 알레고리아 그란 레세르바 말벡","115,000원",레드,아르헨티나,말벡 (Malbec) ,1,3,5,4
"나바로 꼬레아스, 알레고리아 그란 레세르바 까베르네 소비뇽","115,000원",레드,아르헨티나,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,5,4
"포데리 알도 콘떼르노, 바롤로 '부시아 소프라나'","422,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,0,0,0
"포데리 알도 콘떼르노, 바롤로 '부시아 소프라나'","422,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,0,0,0
"알도 콘떼르노, 그란부시아 바롤로 리제르바","2,000,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,4,4,5
"알도 콘떼르노, 꽁까 뜨레 필레 바르베라 달바 ","152,000원",레드,이탈리아,바르베라 (Barbera) ,1,4,4,4
"알도 콘떼르노, 일 마산떼 돌체또 랑게","88,000원",레드,이탈리아,돌체토 (Dolcetto) ,1,4,3,3
"알도 콘떼르노, 일 파봇 랑게 네비올로","250,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,3,4,4
"알레한드로 페르난데즈, 엘 빈꿀로 크리안자",가격정보없음,레드,스페인,템프라니요 (Tempranillo) ,1,5,4,4
"알레한드로 페르난데즈, 엘 빈꿀로 레세르바","50,000원",레드,스페인,템프라니요 (Tempranillo) ,1,4,4,4
"알레한드로 페르난데즈, 라 그랑하","66,000원",레드,스페인,템프라니요 (Tempranillo) ,1,0,0,0
"알레한드로 페르난데즈, 라 그랑하",가격정보없음,레드,스페인,템프라니요 (Tempranillo) ,1,3,4,4
"알레한드로 페르난데즈, 아싸 크리안자",가격정보없음,레드,스페인,템프라니요 (Tempranillo) ,1,5,4,4
"알레한드로 페르난데즈, 뻬스께라 그랑 리제르바 하누스","580,000원",레드,스페인,템프라니요 (Tempranillo) ,1,0,5,0
"알레한드로 페르난데즈, 뻬스께라 크리안자","87,000원",레드,스페인,템프라니요 (Tempranillo) ,1,0,0,0
"알레한드로 페르난데즈, 뻬스께라 크리안자",가격정보없음,레드,스페인,템프라니요 (Tempranillo) ,1,5,4,4
"알레한드로 페르난데즈, 뻬스께라 하누스 그랑 리제르바 하누스",가격정보없음,레드,스페인,템프라니요 (Tempranillo) ,1,4,5,4
"알레한드로 페르난데즈, 뻬스께라 레세르바","75,000원",레드,스페인,템프라니요 (Tempranillo) ,1,4,4,4
"아타디, 비나스 델 가인",가격정보없음,레드,스페인,템프라니요 (Tempranillo) ,1,3,4,3
아비뇨네지 비노 노빌레 디 몬테풀치아노,"120,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,3,4,4
"보데가 까스테뇨, 에쿨라 모나스트렐",가격정보없음,레드,스페인,모나스트렐 (Monastrell) ,1,3,4,3
"들라스, 에르미따쥐 루즈 '레 베사르'",가격정보없음,레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,4
"들라스, 에르미따쥐 루즈 '마르퀴즈 드 라 뚜레뜨'",가격정보없음,레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,5
"델리카토, 샤도네","22,000원",화이트,미국,샤르도네 (Chardonnay) ,1,0,0,0
"델리카토, 샤도네",가격정보없음,화이트,미국,샤르도네 (Chardonnay) ,1,3,2,1
"델리카토, 올드 바인 진판델","54,000원",레드,미국,진판델 (Zinfandel) ,2,3,4,3
"델리카토, 화이트 진판델","30,000원",로제,미국,진판델 (Zinfandel) ,2,2,2,1
"델리카토, 클레이 스테이션 쉬라즈",가격정보없음,레드,미국,시라/쉬라즈 (Syrah/Shiraz) ,1,3,3,3
"델리카토, 클레이 스테이션 비오니에",가격정보없음,화이트,미국,비오니에 (Viognier) ,1,3,2,1
"델리카토, 날리 헤드 올드 바인 진판델","54,000원",레드,미국,진판델 (Zinfandel) ,1,4,5,4
"델리카토, 로레도나 리슬링",가격정보없음,화이트,미국,리슬링 (Riesling) ,2,3,3,1
"델리카토, 몬테라 샤도네",가격정보없음,화이트,미국,샤르도네 (Chardonnay) ,1,3,3,1
"델리카토, 몬테라 피노 누아",가격정보없음,레드,미국,피노 누아 (Pinot Noir) ,1,3,3,3
"델리카토, 아이러니 까베르네 소비뇽","70,000원",레드,미국,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,5,3
"델리카토, 아이러니 피노 누아",가격정보없음,레드,미국,피노 누아 (Pinot Noir) ,1,3,3,2
"도츠, 아모르 드 도츠","725,000원",스파클링,프랑스,샤르도네 (Chardonnay) ,1,0,4,0
"도츠, 아모르 드 도츠",가격정보없음,스파클링,프랑스,샤르도네 (Chardonnay) ,1,4,4,1
"도츠, 블랑 드 블랑",가격정보없음,스파클링,프랑스,샤르도네 (Chardonnay) ,1,5,3,1
"도츠, 브뤼 로제","220,000원",스파클링,프랑스,피노 누아 (Pinot Noir) ,1,5,4,2
"디디에 다그노, 뷔송 르나르","330,000원",화이트,프랑스,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
"디디에 다그노, 레 자르댕 드 바빌론","460,000원",화이트,프랑스,쁘띠 만생 (Petit Manseng) ,5,3,4,1
"디디에 다그노, 퓌르 상","320,000원",화이트,프랑스,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
"핀카 라 셀리아, 퓨리아 까베르네 소비뇽",가격정보없음,레드,아르헨티나,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
"핀카 라 셀리아, 퓨리아 샤도네",가격정보없음,화이트,아르헨티나,샤르도네 (Chardonnay) ,1,3,3,1
"핀카 라 셀리아, 퓨리아 말벡",가격정보없음,레드,아르헨티나,말벡 (Malbec) ,1,3,5,4
"핀카 라 셀리아, 레세르바 까베르네 소비뇽",가격정보없음,레드,아르헨티나,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
"핀카 라 셀리아, 레세르바 샤도네",가격정보없음,화이트,아르헨티나,샤르도네 (Chardonnay) ,1,3,3,1
"핀카 라 셀리아, 레세르바 말벡",가격정보없음,레드,아르헨티나,말벡 (Malbec) ,1,3,4,4
"핀카 라 셀리아, 레세르바 메를로",가격정보없음,레드,아르헨티나,메를로 (Merlot) ,1,3,4,4
"핀카 라 셀리아, 라 콘술따 까베르네 소비뇽",가격정보없음,레드,아르헨티나,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
"핀카 라 셀리아, 라 콘술따 샤도네",가격정보없음,화이트,아르헨티나,샤르도네 (Chardonnay) ,1,3,3,1
"핀카 라 셀리아, 라 콘술따 말벡",가격정보없음,레드,아르헨티나,말벡 (Malbec) ,1,3,4,3
"핀카 라 셀리아, 라 콘술따 메를로",가격정보없음,레드,아르헨티나,메를로 (Merlot) ,1,3,3,3
"핀카 라 셀리아, 삐에드라 델 아길라 말벡",가격정보없음,레드,아르헨티나,말벡 (Malbec) ,1,3,4,4
"피리아또, 알타빌라 비앙코",가격정보없음,화이트,이탈리아,그릴로 (Grillo) ,1,4,2,1
"피리아또, 끼아라몬떼 로쏘",가격정보없음,레드,이탈리아,네로 다볼라 (Nero d'Avola) ,1,4,4,3
"피리아또, 하모니움",가격정보없음,레드,이탈리아,네로 다볼라 (Nero d'Avola) ,1,3,3,3
"폴로나리, 포지오 레알레 키안티 루피나 리제르바",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,4,2,2
"폴로나리, 일 빠레또",가격정보없음,레드,이탈리아,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,0,0
"폴로나리, 일 빠레또",가격정보없음,레드,이탈리아,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,5
골란 모스카토,가격정보없음,화이트,이스라엘,모스카토  (Moscato ) ,4,2,3,1
"제롬 갈레양, 부르고뉴 피노 누아 '앙또냉'",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,5,2,2
"제롬 갈레양, 꼬뜨 드 뉘 빌라쥐 엉 비누아",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,2,2
"제롬 갈레양, 제브리 샹베르땡",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,5,2,2
"제롬 갈레양, 제브리 샹베르땡 비야",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,2,2
"크레스만, 모노폴 블랑","35,000원",화이트,프랑스,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
