,품종,당도,산도,바디,타닌
9965,피노 누아 (Pinot Noir) ,1,3,3,3
9966,피노 누아 (Pinot Noir) ,1,3,3,3
9967,샤르도네 (Chardonnay) ,1,3,4,1
9968,피노 누아 (Pinot Noir) ,1,3,4,3
9969,바르베라 (Barbera) ,1,3,4,4
9970,모스카토  (Moscato ) ,4,2,2,1
9971,모스카토  (Moscato ) ,4,2,2,1
9972,네비올로 (Nebbiolo) ,1,4,2,4
9973,그르나슈 (Grenache) ,1,4,3,3
9974,그르나슈 (Grenache) ,1,3,3,1
9975,비오니에 (Viognier) ,1,3,3,1
9976,마르산느 (Marsanne) ,1,3,5,1
9977,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,5
9978,시라/쉬라즈 (Syrah/Shiraz) ,1,0,5,5
9979,시라/쉬라즈 (Syrah/Shiraz) ,1,3,3,3
9980,모스카토  (Moscato ) ,4,2,2,1
9981,템프라니요 (Tempranillo) ,1,3,4,3
9982,피노 누아 (Pinot Noir) ,1,3,3,2
9983,리슬링 (Riesling) ,1,5,3,1
9984,리슬링 (Riesling) ,2,5,3,1
9985,리슬링 (Riesling) ,2,5,3,1
9986,리슬링 (Riesling) ,2,5,3,1
9987,리슬링 (Riesling) ,2,5,3,1
9988,리슬링 (Riesling) ,5,2,3,1
9989,리슬링 (Riesling) ,5,3,3,1
9990,가르나차 (Garnatxa) ,1,3,4,3
9991,샤르도네 (Chardonnay) ,1,5,2,1
9992,피노 그리 (Pinot Gris) ,1,3,3,1
9993,블라우프랜키쉬 (Blaufrankisch) ,1,4,5,4
9994,피노 누아 (Pinot Noir) ,1,3,3,3
9995,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,0,0
9996,피노 누아 (Pinot Noir) ,1,5,3,3
9997,투르비아노 (Turbiano) ,1,3,4,1
9998,피노 누아 (Pinot Noir) ,1,3,3,3
9999,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
10000,샤르도네 (Chardonnay) ,1,3,2,1
10001,리슬링 (Riesling) ,4,3,4,1
10002,리슬링 (Riesling) ,1,4,3,1
10003,리슬링 (Riesling) ,1,4,3,1
10004,리슬링 (Riesling) ,1,4,2,1
10005,피노 누아 (Pinot Noir) ,1,3,2,2
10006,게뷔르츠트라미너 (Gewurztraminer) ,1,3,4,1
10007,보발 (Bobal) ,1,3,3,1
10008,피노 누아 (Pinot Noir) ,1,3,3,3
10009,오르테가 (Ortega) ,5,2,4,1
10010,리슬링 (Riesling) ,3,4,2,1
10011,리슬링 (Riesling) ,4,3,3,1
10012,글레라 (Glera) ,1,4,2,1
10013,샤르도네 (Chardonnay) ,1,4,3,1
10014,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
10015,피노 누아 (Pinot Noir) ,1,4,3,3
10016,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
10017,시라/쉬라즈 (Syrah/Shiraz) ,1,4,4,4
10018,샤르도네 (Chardonnay) ,1,4,3,1
10019,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
10020,피노 누아 (Pinot Noir) ,1,3,3,3
10021,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
10022,카르메네르 (Carmenere) ,1,3,4,4
10023,피노 누아 (Pinot Noir) ,1,3,3,3
10024,샤르도네 (Chardonnay) ,1,4,3,1
10025,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,4
10026,게뷔르츠트라미너 (Gewurztraminer) ,3,3,2,1
10027,리슬링 (Riesling) ,2,3,2,1
10028,피노 그리 (Pinot Gris) ,2,3,2,1
10029,피노 누아 (Pinot Noir) ,1,3,3,2
10030,게뷔르츠트라미너 (Gewurztraminer) ,3,3,2,1
10031,리슬링 (Riesling) ,2,3,2,1
10032,피노 그리 (Pinot Gris) ,2,4,2,1
10033,게뷔르츠트라미너 (Gewurztraminer) ,5,3,5,1
10034,게뷔르츠트라미너 (Gewurztraminer) ,4,3,3,1
10035,피노 누아 (Pinot Noir) ,1,3,3,2
10036,페테아스카 알바 (Feteasca Alba) ,1,4,2,1
10037,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,3
10038,메를로 (Merlot) ,1,3,3,3
10039,샤르도네 (Chardonnay) ,1,3,5,1
10040,사바냥 (Savagnin) ,1,3,5,1
10041,사바냥 (Savagnin) ,1,3,5,1
10042,샤르도네 (Chardonnay) ,1,4,3,1
10043,사바냥 (Savagnin) ,1,4,4,1
10044,샤르도네 (Chardonnay) ,1,3,5,1
10045,샤르도네 (Chardonnay) ,1,3,5,1
10046,알리고테 (Aligote) ,1,4,1,1
10047,피노 누아 (Pinot Noir) ,1,3,1,3
10048,피노 누아 (Pinot Noir) ,1,3,3,3
10050,슈냉 블랑 (Chenin Blanc) ,1,5,2,1
10051,모스카토  (Moscato ) ,4,2,1,1
10052,모스카토  (Moscato ) ,4,2,2,1
10053,샤르도네 (Chardonnay) ,1,4,3,1
10054,산지오베제 (Sangiovese) ,1,4,4,4
10055,산지오베제 (Sangiovese) ,1,5,5,5
10056,베르멘티노 (Vermentino) ,1,4,3,1
10057,바르베라 (Barbera) ,1,4,4,4
10058,네비올로 (Nebbiolo) ,1,4,5,5
10059,바르베라 (Barbera) ,1,4,4,4
10060,모스카토  (Moscato ) ,4,2,2,1
10061,네비올로 (Nebbiolo) ,1,4,5,5
10062,네비올로 (Nebbiolo) ,1,4,5,5
10063,네비올로 (Nebbiolo) ,1,5,3,5
10064,카리칸테 (Carricante) ,1,4,3,1
10065,카리칸테 (Carricante) ,1,4,3,1
10066,사그란티노 (Sagrantino) ,1,4,4,4
10067,테롤데고 (Teroldego) ,1,4,4,4
10068,피노 그리지오 (Pinot Grigio) ,1,4,3,1
10069,뮐러 트루가우 (Muller Thurgau) ,1,4,2,1
10070,샤르도네 (Chardonnay) ,1,4,3,1
10071,바르베라 (Barbera) ,1,4,3,2
10072,네비올로 (Nebbiolo) ,1,4,5,4
10073,네비올로 (Nebbiolo) ,1,4,5,4
10074,네비올로 (Nebbiolo) ,1,4,5,5
10075,바르베라 (Barbera) ,1,4,5,4
10076,플라바치 말리 (Plavac Mali) ,1,3,4,3
10078,플라바치 말리 (Plavac Mali) ,1,2,4,3
10079,플라바치 말리 (Plavac Mali) ,1,2,4,3
10080,오르테가 (Ortega) ,5,2,3,1
10081,템프라니요 (Tempranillo) ,1,4,5,4
10082,알바리뇨 (Albarino(Alvarinho)) ,1,4,3,1
10083,템프라니요 (Tempranillo) ,1,4,5,5
10084,산지오베제 (Sangiovese) ,1,4,4,4
10085,산지오베제 (Sangiovese) ,1,4,5,4
10086,네비올로 (Nebbiolo) ,1,4,5,5
10087,모스카토 비앙코  (Moscato Bianco) ,2,4,2,1
10088,산지오베제 (Sangiovese) ,1,4,5,4
10089,산지오베제 (Sangiovese) ,1,4,5,5
10090,코르테제 (Cortese) ,1,4,3,1
10091,돌체토 (Dolcetto) ,1,4,3,1
10092,네비올로 (Nebbiolo) ,1,4,5,5
10093,네비올로 (Nebbiolo) ,1,5,3,5
10094,몬테풀치아노 (Montepulciano) ,1,4,3,3
10095,라크리마 (Lacrima) ,1,4,3,3
10096,샤르도네 (Chardonnay) ,1,4,2,1
10097,피노 누아 (Pinot Noir) ,1,4,3,1
10098,샤르도네 (Chardonnay) ,1,3,3,1
10099,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,5,5
10100,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
10101,메를로 (Merlot) ,1,4,4,4
10102,샤르도네 (Chardonnay) ,1,3,3,1
10103,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
10104,메를로 (Merlot) ,1,4,4,4
10105,샤르도네 (Chardonnay) ,1,3,3,1
10106,소비뇽 블랑 (Sauvignon Blanc) ,1,3,2,1
10107,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
10108,카르메네르 (Carmenere) ,1,4,4,4
10109,샤르도네 (Chardonnay) ,1,3,3,1
10110,소비뇽 블랑 (Sauvignon Blanc) ,1,4,4,1
10111,메를로 (Merlot) ,1,3,3,3
10112,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,5,5
10113,말벡 (Malbec) ,1,3,4,3
10114,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
10115,토론테스 (Torrontes) ,1,3,2,1
10116,카베르네 소비뇽 (Cabernet Sauvignon) ,1,5,5,5
10117,벨쉬리슬링 (Welschriesling) ,1,4,2,1
10118,벨쉬리슬링 (Welschriesling) ,1,3,3,1
10119,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,5
10120,샤르도네 (Chardonnay) ,1,3,3,1
10121,벨쉬리슬링 (Welschriesling) ,1,3,3,1
10123,그레코 비앙코 (Greco Bianco) ,1,3,3,1
10124,그레코 비앙코 (Greco Bianco) ,1,0,3,1
10125,가르나차 (Garnatxa) ,1,4,4,4
10126,가르나차 틴토레라  (Garnacha Tintorera) ,1,3,4,4
10127,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
10128,샤르도네 (Chardonnay) ,1,3,4,1
10129,샤르도네 (Chardonnay) ,1,3,4,1
10130,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,5
10131,피노 누아 (Pinot Noir) ,1,4,4,4
10132,샤르도네 (Chardonnay) ,1,4,3,1
10133,샤르도네 (Chardonnay) ,1,4,4,1
10134,샤르도네 (Chardonnay) ,1,4,3,1
10135,샤르도네 (Chardonnay) ,1,4,3,1
10136,샤르도네 (Chardonnay) ,1,4,4,1
10137,트레비아노 (Trebbiano) ,1,3,2,1
10138,몬테풀치아노 (Montepulciano) ,1,3,4,4
10139,네비올로 (Nebbiolo) ,1,3,2,4
10140,바르베라 (Barbera) ,1,4,5,4
10141,네비올로 (Nebbiolo) ,1,4,3,5
10142,피노 그리 (Pinot Gris) ,1,3,3,1
10143,진판델 (Zinfandel) ,1,4,4,4
10144,샤르도네 (Chardonnay) ,1,3,3,1
10145,고데요 (Godello) ,1,3,3,1
10146,고데요 (Godello) ,1,3,3,1
10147,말벡 (Malbec) ,1,3,4,4
10148,말벡 (Malbec) ,1,3,4,5
10149,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
10150,모스카토  (Moscato ) ,4,2,3,1
10151,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
10152,그로 만생 (Gros Manseng) ,2,3,4,1
10153,피노 누아 (Pinot Noir) ,1,4,4,1
10154,리슬링 (Riesling) ,1,4,4,1
10155,리슬링 (Riesling) ,1,5,3,1
10156,뮈스까 (Muscat) ,1,3,3,1
10157,게뷔르츠트라미너 (Gewurztraminer) ,2,3,5,1
10158,메를로 (Merlot) ,1,4,4,3
10159,바르베라 (Barbera) ,1,3,3,4
10160,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
10161,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,5
10162,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
10163,사그란티노 (Sagrantino) ,1,3,3,5
10164,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
10165,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
10166,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
10167,메를로 (Merlot) ,1,3,3,3
10168,샤르도네 (Chardonnay) ,1,3,3,1
10169,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
10170,시라/쉬라즈 (Syrah/Shiraz) ,2,2,2,2
10171,샤르도네 (Chardonnay) ,1,4,3,1
10172,프리미티보 (Primitivo) ,2,2,5,3
10173,템프라니요 (Tempranillo) ,1,3,4,3
10174,그르나슈 블랑 (Grenache Blanc) ,1,3,2,1
10175,메를로 (Merlot) ,1,3,3,3
10176,템프라니요 (Tempranillo) ,1,3,4,3
10177,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
10178,샤르도네 (Chardonnay) ,1,4,3,1
10179,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,3,3
10180,피노 누아 (Pinot Noir) ,1,3,3,3
10181,샤르도네 (Chardonnay) ,2,3,2,1
10182,산지오베제 (Sangiovese) ,1,0,0,0
10183,샤르도네 (Chardonnay) ,1,3,3,1
10184,루산느 (Roussanne) ,1,3,3,1
10185,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
10186,소비뇽 블랑 (Sauvignon Blanc) ,1,3,3,1
10187,샤르도네 (Chardonnay) ,1,3,3,1
10188,피노 누아 (Pinot Noir) ,1,4,3,3
10189,모스카토  (Moscato ) ,4,2,2,1
10190,샤르도네 (Chardonnay) ,1,5,2,1
10191,피노 누아 (Pinot Noir) ,1,5,2,2
10192,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
10193,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
10194,카르메네르 (Carmenere) ,1,3,3,3
10195,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
10196,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
10197,발디기에 (Valdiguie) ,1,3,4,3
10198,소비뇽 블랑 (Sauvignon Blanc) ,5,3,4,1
10199,따나 (Tannat) ,1,3,5,5
10200,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
10201,샤르도네 (Chardonnay) ,1,5,2,1
10202,샤르도네 (Chardonnay) ,1,5,2,1
10203,샤르도네 (Chardonnay) ,1,5,2,1
10204,샤르도네 (Chardonnay) ,1,5,2,1
10205,소비뇽 블랑 (Sauvignon Blanc) ,1,3,3,1
10206,아이렌 (Airen) ,1,4,2,1
10207,말벡 (Malbec) ,1,3,4,4
10208,네비올로 (Nebbiolo) ,1,4,5,5
10209,모스카토  (Moscato ) ,4,2,3,1
10210,샤르도네 (Chardonnay) ,1,2,3,1
10211,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
10212,샤르도네 (Chardonnay) ,1,4,3,1
10213,시라/쉬라즈 (Syrah/Shiraz) ,1,4,4,4
10214,슈냉 블랑 (Chenin Blanc) ,1,3,2,1
10215,몬테풀치아노 (Montepulciano) ,1,3,3,3
10216,산지오베제 (Sangiovese) ,1,5,2,2
10217,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,3
10218,산지오베제 (Sangiovese) ,1,5,2,2
10219,몬테풀치아노 (Montepulciano) ,1,3,3,3
10220,네로 다볼라 (Nero d'Avola) ,1,4,3,3
10221,산지오베제 (Sangiovese) ,1,4,3,2
10222,가르가네가 (Garganega) ,1,4,2,1
10223,모스카토  (Moscato ) ,4,2,2,1
10224,모스카토  (Moscato ) ,4,1,2,1
10225,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,5,4
10226,카베르네 프랑 (Cabernet Franc) ,1,3,4,3
10227,그뤼너 벨트리너 (Gruner Veltliner) ,1,4,3,1
10228,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
10229,소비뇽 블랑 (Sauvignon Blanc) ,1,4,1,1
10230,마카베오 (Macabeo) ,1,3,3,1
10231,메를로 (Merlot) ,1,3,4,3
10232,피노 누아 (Pinot Noir) ,1,4,4,3
10233,피노 그리지오 (Pinot Grigio) ,1,3,2,1
10234,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
10235,피노 누아 (Pinot Noir) ,1,3,3,2
10236,피노 누아 (Pinot Noir) ,1,3,3,3
10237,피노 누아 (Pinot Noir) ,1,4,4,3
10238,샤르도네 (Chardonnay) ,1,4,2,1
10239,샤르도네 (Chardonnay) ,1,4,2,1
10240,샤르도네 (Chardonnay) ,1,4,2,1
10241,피노 누아 (Pinot Noir) ,1,3,3,2
10242,멘시아 (Mencia) ,1,3,3,3
10243,그르나슈 (Grenache) ,1,3,5,4
10244,람브루스코 (Lambrusco) ,4,2,2,1
10245,메를로 (Merlot) ,1,3,4,3
10246,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
10247,메를로 (Merlot) ,1,3,3,3
10248,메를로 (Merlot) ,1,3,3,3
10249,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
10250,샤르도네 (Chardonnay) ,1,4,2,1
10251,그로 만생 (Gros Manseng) ,1,3,2,1
10252,아이렌 (Airen) ,1,4,2,1
10253,샤르도네 (Chardonnay) ,1,5,2,1
10254,샤르도네 (Chardonnay) ,1,4,2,1
10255,샤르도네 (Chardonnay) ,1,4,3,1
10256,샤르도네 (Chardonnay) ,1,5,3,1
10257,피노 누아 (Pinot Noir) ,1,5,2,2
10258,피노 누아 (Pinot Noir) ,1,4,2,2
10259,피노 누아 (Pinot Noir) ,1,5,2,2
10260,피노 누아 (Pinot Noir) ,1,4,2,2
10261,피노 누아 (Pinot Noir) ,1,4,2,2
10262,피노 누아 (Pinot Noir) ,1,4,2,2
10263,샤르도네 (Chardonnay) ,1,5,2,1
10264,라보소 (Raboso) ,1,3,3,3
10266,가르가네가 (Garganega) ,1,3,2,1
10267,피노 누아 (Pinot Noir) ,1,2,2,2
10268,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
10269,샤르도네 (Chardonnay) ,1,3,3,1
10270,카베르네 소비뇽 (Cabernet Sauvignon) ,1,2,3,3
10271,피노타주 (Pinotage) ,1,2,3,3
10272,슈냉 블랑 (Chenin Blanc) ,1,2,3,1
10273,말벡 (Malbec) ,1,3,5,5
10274,카르메네르 (Carmenere) ,1,2,4,4
10275,샤르도네 (Chardonnay) ,1,3,3,1
10276,카베르네 소비뇽 (Cabernet Sauvignon) ,1,2,4,4
10277,카베르네 소비뇽 (Cabernet Sauvignon) ,1,2,3,3
10278,시라/쉬라즈 (Syrah/Shiraz) ,1,2,3,3
10279,샤르도네 (Chardonnay) ,1,3,4,1
10280,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
10281,카베르네 프랑 (Cabernet Franc) ,1,3,3,3
10282,시라/쉬라즈 (Syrah/Shiraz) ,1,3,3,4
10283,모스카토  (Moscato ) ,4,2,2,1
10284,모스카토  (Moscato ) ,4,2,2,1
10285,모스카토  (Moscato ) ,4,2,2,1
10286,모스카토  (Moscato ) ,4,2,2,1
10287,그르나슈 (Grenache) ,1,3,4,3
10289,템프라니요 (Tempranillo) ,1,3,4,4
10290,모나스트렐 (Monastrell) ,1,3,4,3
10291,뮈스까 오브 알렉산드리아 (Muscat of Alexandria) ,2,3,2,1
10292,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
10293,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,3
10294,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,3
10295,소비뇽 블랑 (Sauvignon Blanc) ,1,3,2,1
10296,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,3
10297,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
10298,쌩쏘 (Cinsault) ,1,4,3,3
10299,뮈스까 오브 알렉산드리아 (Muscat of Alexandria) ,1,4,3,1
10300,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
10301,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
10302,소비뇽 블랑 (Sauvignon Blanc) ,1,3,3,1
10303,샤르도네 (Chardonnay) ,1,3,4,1
10304,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
10305,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
10306,모스카토  (Moscato ) ,4,1,2,1
10307,리슬링 (Riesling) ,1,3,3,1
10308,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,5
10309,메를로 (Merlot) ,1,3,4,4
10310,샤르도네 (Chardonnay) ,1,4,2,1
10311,리슬링 (Riesling) ,5,3,3,1
10312,비오니에 (Viognier) ,5,3,3,1
10313,메를로 (Merlot) ,5,3,3,3
10314,피노 누아 (Pinot Noir) ,5,3,4,1
10315,소비뇽 블랑 (Sauvignon Blanc) ,5,3,3,1
10316,아시르티코 (Assyrtiko) ,1,4,2,1
10317,아시르티코 (Assyrtiko) ,1,4,2,1
10318,아시르티코 (Assyrtiko) ,1,4,2,1
10319,사바티아노 (Savatiano) ,1,4,2,1
10320,사바티아노 (Savatiano) ,1,4,2,1
10321,아시르티코 (Assyrtiko) ,1,4,2,1
10322,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,5,4
10323,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,5,5
10324,게뷔르츠트라미너 (Gewurztraminer) ,1,4,2,1
10325,그뤼너 벨트리너 (Gruner Veltliner) ,1,5,4,1
10326,그뤼너 벨트리너 (Gruner Veltliner) ,1,5,4,1
10327,리슬링 (Riesling) ,1,5,4,1
10328,샤르도네 (Chardonnay) ,1,3,5,1
10329,그뤼너 벨트리너 (Gruner Veltliner) ,1,5,3,1
10330,글레라 (Glera) ,1,4,2,1
10331,글레라 (Glera) ,1,4,2,1
10332,피노 그리지오 (Pinot Grigio) ,1,3,2,1
10333,비오니에 (Viognier) ,1,3,2,1
10334,샤르도네 (Chardonnay) ,1,4,2,1
10335,산지오베제 (Sangiovese) ,1,4,3,3
10336,네렐로 마스칼레제 (Nerello Mascalese) ,1,4,3,3
10337,가르가네가 (Garganega) ,1,4,1,1
10338,샤르도네 (Chardonnay) ,1,4,2,1
10339,진판델 (Zinfandel) ,1,2,4,3
10340,카베르네 소비뇽 (Cabernet Sauvignon) ,1,2,4,4
10341,피노 누아 (Pinot Noir) ,1,3,3,3
10342,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
10343,슈냉 블랑 (Chenin Blanc) ,1,4,1,1
10344,카베르네 소비뇽 (Cabernet Sauvignon) ,1,2,4,4
10345,메를로 (Merlot) ,1,1,4,4
10346,산지오베제 (Sangiovese) ,1,3,4,4
10347,산지오베제 (Sangiovese) ,1,3,4,4
10348,샤르도네 (Chardonnay) ,1,3,4,1
10349,피노 누아 (Pinot Noir) ,1,4,3,2
10350,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,3
10351,메를로 (Merlot) ,1,3,3,2
10352,말벡 (Malbec) ,1,4,4,3
10353,샤르도네 (Chardonnay) ,1,4,2,1
10354,모스카토  (Moscato ) ,4,2,2,1
10355,모스카토  (Moscato ) ,4,2,3,1
10356,모스카토  (Moscato ) ,4,2,2,1
10357,템프라니요 (Tempranillo) ,1,3,4,3
10358,템프라니요 (Tempranillo) ,1,3,3,3
10359,템프라니요 (Tempranillo) ,1,3,5,4
10360,알바리뇨 (Albarino(Alvarinho)) ,1,4,2,1
10361,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
10362,틴타 데 또로  (Tinta de Toro) ,1,3,4,3
10363,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
10364,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
10365,샤르도네 (Chardonnay) ,1,3,3,1
10366,말벡 (Malbec) ,1,3,3,3
10367,샤르도네 (Chardonnay) ,1,3,3,1
10368,메를로 (Merlot) ,1,2,3,3
10369,샤르도네 (Chardonnay) ,1,3,2,1
10370,소비뇽 블랑 (Sauvignon Blanc) ,1,3,2,1
10371,카베르네 소비뇽 (Cabernet Sauvignon) ,1,2,4,3
10372,진판델 (Zinfandel) ,1,2,4,4
10373,피노 누아 (Pinot Noir) ,1,3,3,3
10374,샤르도네 (Chardonnay) ,1,3,3,1
10375,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
10376,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,5,5
10377,츠바이겔트 (Zweigelt) ,2,2,2,1
10378,모스카토  (Moscato ) ,4,3,2,1
10379,그뤼너 벨트리너 (Gruner Veltliner) ,1,3,2,1
10380,리슬링 (Riesling) ,1,3,3,1
10382,레불라 (Rebula) ,1,3,3,1
10383,피노 그리 (Pinot Gris) ,1,3,3,1
10384,레불라 (Rebula) ,1,3,3,1
10385,말바시아 (Malvasia) ,2,3,3,1
10386,피노 누아 (Pinot Noir) ,2,3,2,1
10387,리볼라 지알라 (Ribolla Gialla) ,1,3,3,1
10388,샤르도네 (Chardonnay) ,1,3,3,1
10389,말바시아 (Malvasia) ,1,2,3,1
10390,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
10391,피노 누아 (Pinot Noir) ,1,5,3,3
10392,피노 누아 (Pinot Noir) ,1,3,3,3
10393,피노 누아 (Pinot Noir) ,1,3,3,3
10394,샤르도네 (Chardonnay) ,1,0,0,1
10395,샤르도네 (Chardonnay) ,1,3,3,1
10396,샤르도네 (Chardonnay) ,1,3,4,1
10397,피노 누아 (Pinot Noir) ,1,3,3,3
10398,샤르도네 (Chardonnay) ,1,3,3,1
10399,피노 누아 (Pinot Noir) ,1,4,3,3
10400,게뷔르츠트라미너 (Gewurztraminer) ,1,3,2,1
10401,피노 누아 (Pinot Noir) ,2,3,3,2
10402,가르나차 (Garnatxa) ,1,3,3,3
10403,가르나차 (Garnatxa) ,1,3,3,3
10404,가르나차 (Garnatxa) ,1,3,3,3
10405,템프라니요 (Tempranillo) ,1,3,4,4
10406,가르나차 (Garnatxa) ,1,3,3,3
10407,템프라니요 (Tempranillo) ,1,3,4,4
10408,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
10409,가르나차 (Garnatxa) ,1,3,3,3
10410,템프라니요 (Tempranillo) ,1,3,3,3
10411,가르나차 (Garnatxa) ,1,3,3,3
10412,그뤼너 벨트리너 (Gruner Veltliner) ,1,4,2,1
10413,그뤼너 벨트리너 (Gruner Veltliner) ,1,3,2,1
10414,산지오베제 (Sangiovese) ,1,4,3,2
10415,베르멘티노 (Vermentino) ,1,3,2,1
10416,몬테풀치아노 (Montepulciano) ,1,3,3,3
10417,사그란티노 (Sagrantino) ,1,3,3,3
10418,트레비아노 (Trebbiano) ,1,3,2,1
10419,트레비아노 (Trebbiano) ,1,3,2,1
10420,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,5,4
10421,말벡 (Malbec) ,1,3,4,4
10422,피노 누아 (Pinot Noir) ,1,4,3,2
10423,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,4
10424,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
10425,슈냉 블랑 (Chenin Blanc) ,2,2,3,1
10426,카베르네 프랑 (Cabernet Franc) ,1,4,5,4
10427,샤르도네 (Chardonnay) ,1,5,3,1
10428,샤르도네 (Chardonnay) ,1,5,3,1
10429,샤르도네 (Chardonnay) ,1,5,2,1
10430,피노 누아 (Pinot Noir) ,1,4,3,2
10431,샤르도네 (Chardonnay) ,1,5,2,1
10432,피노 누아 (Pinot Noir) ,1,4,2,2
10433,피노 누아 (Pinot Noir) ,1,4,2,1
10434,샤르도네 (Chardonnay) ,1,4,4,1
10435,피노 누아 (Pinot Noir) ,1,4,4,4
10436,샤르도네 (Chardonnay) ,1,4,4,1
10437,샤르도네 (Chardonnay) ,1,5,3,1
10438,샤르도네 (Chardonnay) ,1,4,4,1
10439,샤르도네 (Chardonnay) ,1,5,2,1
10440,시라/쉬라즈 (Syrah/Shiraz) ,1,4,3,3
10441,마르산느 (Marsanne) ,1,4,3,1
10442,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,3
10443,마르산느 (Marsanne) ,1,3,2,1
10444,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,3,4
10445,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,3
10446,비오니에 (Viognier) ,1,3,3,1
10447,샤르도네 (Chardonnay) ,1,3,3,1
10448,피노 누아 (Pinot Noir) ,1,4,3,2
10449,피노 누아 (Pinot Noir) ,1,4,3,3
10450,피노 누아 (Pinot Noir) ,1,4,2,2
10451,샤르도네 (Chardonnay) ,1,4,2,1
10452,피노 그리 (Pinot Gris) ,4,3,3,1
10453,리슬링 (Riesling) ,1,5,3,1
10454,게뷔르츠트라미너 (Gewurztraminer) ,1,3,4,1
10455,피노 그리 (Pinot Gris) ,1,4,3,1
